asset_type,symbol,exchange,country_code,currency,name,price,change,change_percent,volume,market_cap,data_status,day_high,day_low,open,previous_close,generated_at_utc
EQUITY,6902,JPX,JP,JPY,6902,6486.8898693,-205.61216664,-3.1697,101528071.79,221877002416959.4,SYNTHETIC_MOCK_DATA,6624.53458903,6351.08844788,6692.50203595,6692.50203595,2026-09-17T12:53:49.328725+00:00
EQUITY,6098,JPX,JP,JPY,6098,13911.92721731,-144.74726624,-1.0405,273358525.07,375250037471499.56,SYNTHETIC_MOCK_DATA,14406.30766715,13341.4819607,14056.67448355,14056.67448355,2026-09-17T12:53:49.328740+00:00
EQUITY,8058,JPX,JP,JPY,8058,2168.56584303,0.87184125,0.0402,85334237.76,281947972274773.3,SYNTHETIC_MOCK_DATA,2238.33076627,2038.92954744,2167.69400178,2167.69400178,2026-09-17T12:53:49.328757+00:00
EQUITY,8316,JPX,JP,JPY,8316,12055.59870297,526.43610355,4.3667,139735492.84,42057389282553.21,SYNTHETIC_MOCK_DATA,12543.32401866,11570.8146917,11529.16259942,11529.16259942,2026-09-17T12:53:49.328772+00:00
EQUITY,9433,JPX,JP,JPY,9433,16128.58861827,-866.90000063,-5.3749,20583344.03,5142029880017974.0,SYNTHETIC_MOCK_DATA,16719.57829409,15671.68003516,16995.48861889,16995.48861889,2026-09-17T12:53:49.328787+00:00
EQUITY,7974,JPX,JP,JPY,7974,10306.81366166,107.91905072,1.0471,175571379.1,2258740486238503.0,SYNTHETIC_MOCK_DATA,10727.34148064,10133.86644798,10198.89461095,10198.89461095,2026-09-17T12:53:49.328803+00:00
EQUITY,4063,JPX,JP,JPY,4063,8742.60180309,147.82206141,1.6908,109961467.87,3418319919980558.5,SYNTHETIC_MOCK_DATA,9007.84159326,8484.37662063,8594.77974168,8594.77974168,2026-09-17T12:53:49.328819+00:00
EQUITY,6981,JPX,JP,JPY,6981,1277.1717444,-8.67885942,-0.6795,138735822.19,52518114176195.59,SYNTHETIC_MOCK_DATA,1322.66679092,1229.41804868,1285.85060382,1285.85060382,2026-09-17T12:53:49.328835+00:00
EQUITY,6367,JPX,JP,JPY,6367,1363.12148481,4.20455089,0.3085,241737054.11,507054132976504.7,SYNTHETIC_MOCK_DATA,1402.66833977,1325.56500199,1358.91693392,1358.91693392,2026-09-17T12:53:49.328850+00:00
EQUITY,6594,JPX,JP,JPY,6594,8123.82887708,148.81237877,1.8318,17831910.71,100770803796738.58,SYNTHETIC_MOCK_DATA,8160.89676534,8005.78908087,7975.0164983,7975.0164983,2026-09-17T12:53:49.328866+00:00
EQUITY,0700,HKEX,HK,HKD,Tencent,762.43754281,21.23531637,2.7852,138422606.23,258876770894145.38,SYNTHETIC_MOCK_DATA,797.12741258,747.35911181,741.20222643,741.20222643,2026-09-17T12:53:49.328882+00:00
EQUITY,9988,HKEX,HK,HKD,Alibaba Group,4.89681825,-0.25941174,-5.2976,67588571.36,679970396061.44,SYNTHETIC_MOCK_DATA,4.99259333,4.63053489,5.15622999,5.15622999,2026-09-17T12:53:49.328897+00:00
EQUITY,3690,HKEX,HK,HKD,Meituan,8.83143194,-0.34887288,-3.9504,87400849.56,2409566209784.2,SYNTHETIC_MOCK_DATA,8.89477736,8.70211312,9.18030483,9.18030483,2026-09-17T12:53:49.328912+00:00
EQUITY,1299,HKEX,HK,HKD,1299,2.66196093,-0.12173077,-4.573,278314969.25,282556773823.8,SYNTHETIC_MOCK_DATA,2.7931373,2.60236635,2.78369169,2.78369169,2026-09-17T12:53:49.328926+00:00
EQUITY,0941,HKEX,HK,HKD,0941,195.95149114,3.56704331,1.8204,264047894.08,19493080256579.65,SYNTHETIC_MOCK_DATA,202.34479789,189.12093003,192.38444783,192.38444783,2026-09-17T12:53:49.328945+00:00
EQUITY,0005,HKEX,HK,HKD,0005,2.56706871,0.0343743,1.339,45481926.81,420825068275.48,SYNTHETIC_MOCK_DATA,2.701087,2.52072231,2.53269441,2.53269441,2026-09-17T12:53:49.328960+00:00
EQUITY,0001,HKEX,HK,HKD,0001,525.93291429,-9.15367652,-1.7405,208791822.05,106946937560036.31,SYNTHETIC_MOCK_DATA,549.24428044,514.81914032,535.08659081,535.08659081,2026-09-17T12:53:49.328974+00:00
EQUITY,0388,HKEX,HK,HKD,0388,657.2311069,-5.33148479,-0.8112,64079654.14,82763182542006.5,SYNTHETIC_MOCK_DATA,665.23847967,646.45971826,662.56259169,662.56259169,2026-09-17T12:53:49.329032+00:00
EQUITY,2318,HKEX,HK,HKD,2318,38.8083349,0.23392149,0.6028,153290140.12,12162882022053.46,SYNTHETIC_MOCK_DATA,39.84719861,37.57797181,38.57441342,38.57441342,2026-09-17T12:53:49.329051+00:00
EQUITY,0883,HKEX,HK,HKD,0883,370.04757195,3.18417918,0.8605,189883772.68,91860811623583.98,SYNTHETIC_MOCK_DATA,377.45500298,365.66081213,366.86339277,366.86339277,2026-09-17T12:53:49.329067+00:00
EQUITY,0939,HKEX,HK,HKD,0939,826.0793099,-21.4631904,-2.5982,295570814.11,247700469382777.88,SYNTHETIC_MOCK_DATA,842.47458109,792.95345211,847.5425003,847.5425003,2026-09-17T12:53:49.329083+00:00
EQUITY,1398,HKEX,HK,HKD,1398,745.73999517,13.27756335,1.7805,106178610.77,157303096265506.38,SYNTHETIC_MOCK_DATA,787.97189254,721.07808676,732.46243182,732.46243182,2026-09-17T12:53:49.329115+00:00
EQUITY,1810,HKEX,HK,HKD,1810,66.2728346,-3.86775171,-5.8361,288974740.19,19411558962462.57,SYNTHETIC_MOCK_DATA,67.41186351,64.21333324,70.14058631,70.14058631,2026-09-17T12:53:49.329133+00:00
EQUITY,1211,HKEX,HK,HKD,1211,14.29968954,-0.54429848,-3.8064,235015975.77,5417466010010.36,SYNTHETIC_MOCK_DATA,14.90781042,13.6897066,14.84398801,14.84398801,2026-09-17T12:53:49.329148+00:00
EQUITY,2020,HKEX,HK,HKD,2020,774.71091444,-22.44659111,-2.8974,254904751.59,76228610390599.22,SYNTHETIC_MOCK_DATA,819.41861372,757.28693412,797.15750555,797.15750555,2026-09-17T12:53:49.329164+00:00
EQUITY,9618,HKEX,HK,HKD,9618,255.62777421,-11.53372071,-4.5119,160011807.81,64113658369772.49,SYNTHETIC_MOCK_DATA,263.21500625,244.98623729,267.16149492,267.16149492,2026-09-17T12:53:49.329179+00:00
EQUITY,2269,HKEX,HK,HKD,2269,2.40081503,0.01903081,0.7927,24115893.38,632248659825.55,SYNTHETIC_MOCK_DATA,2.41858699,2.34154728,2.38178422,2.38178422,2026-09-17T12:53:49.329193+00:00
EQUITY,6690,HKEX,HK,HKD,6690,7.34799033,0.33983073,4.6248,81323499.28,2659210976504.52,SYNTHETIC_MOCK_DATA,7.68295893,7.02073482,7.0081596,7.0081596,2026-09-17T12:53:49.329208+00:00
EQUITY,0027,HKEX,HK,HKD,0027,62.49728104,1.57654902,2.5226,61297976.95,12291523818690.76,SYNTHETIC_MOCK_DATA,64.38327433,62.27934498,60.92073202,60.92073202,2026-09-17T12:53:49.329224+00:00
EQUITY,600519,SSE,CN,CNY,600519,9.83749431,0.45761436,4.6517,270591095.53,1061226691707.58,SYNTHETIC_MOCK_DATA,10.24541255,9.39795913,9.37987996,9.37987996,2026-09-17T12:53:49.329241+00:00
EQUITY,601318,SSE,CN,CNY,601318,3.05119663,-0.16519189,-5.414,177224219.25,751593976389.62,SYNTHETIC_MOCK_DATA,3.21397099,2.92540125,3.21638853,3.21638853,2026-09-17T12:53:49.329256+00:00
EQUITY,600036,SSE,CN,CNY,600036,96.6218021,2.20981846,2.2871,261154500.38,20926241917667.1,SYNTHETIC_MOCK_DATA,99.12793765,94.66993714,94.41198364,94.41198364,2026-09-17T12:53:49.329271+00:00
EQUITY,600900,SSE,CN,CNY,600900,22.12071527,1.07953139,4.8802,258274309.44,7651352354992.22,SYNTHETIC_MOCK_DATA,23.15026457,22.00430938,21.04118389,21.04118389,2026-09-17T12:53:49.329286+00:00
EQUITY,601398,SSE,CN,CNY,601398,20.26154147,-0.75738695,-3.7381,13884626.26,6084004758812.43,SYNTHETIC_MOCK_DATA,21.21787369,19.47914503,21.01892843,21.01892843,2026-09-17T12:53:49.329300+00:00
EQUITY,601857,SSE,CN,CNY,601857,66.30911659,-3.92001019,-5.9117,146056222.91,15677529885248.58,SYNTHETIC_MOCK_DATA,67.12834422,63.60793664,70.22912677,70.22912677,2026-09-17T12:53:49.329318+00:00
EQUITY,600028,SSE,CN,CNY,600028,289.38003084,5.42037331,1.8731,154565478.65,12186411064580.21,SYNTHETIC_MOCK_DATA,291.02571425,280.88528858,283.95965752,283.95965752,2026-09-17T12:53:49.329334+00:00
EQUITY,600276,SSE,CN,CNY,600276,31.96670126,-1.72137334,-5.3849,219950581.64,8462726702727.01,SYNTHETIC_MOCK_DATA,32.10049142,31.21197775,33.6880746,33.6880746,2026-09-17T12:53:49.329349+00:00
EQUITY,601166,SSE,CN,CNY,601166,61.0764895,0.45615153,0.7469,208836000.54,4770878791345.38,SYNTHETIC_MOCK_DATA,63.91471144,57.61861806,60.62033798,60.62033798,2026-09-17T12:53:49.329364+00:00
EQUITY,601288,SSE,CN,CNY,601288,5.61788701,0.17269033,3.0739,110508458.09,1090394819926.84,SYNTHETIC_MOCK_DATA,5.89081605,5.56662247,5.44519668,5.44519668,2026-09-17T12:53:49.329379+00:00
EQUITY,601939,SSE,CN,CNY,601939,3.52336656,-0.15423473,-4.3775,112154646.38,937055487660.43,SYNTHETIC_MOCK_DATA,3.56320533,3.45138076,3.67760129,3.67760129,2026-09-17T12:53:49.329394+00:00
EQUITY,600030,SSE,CN,CNY,600030,26.654065,-1.06735076,-4.0045,122194669.43,8231573080668.93,SYNTHETIC_MOCK_DATA,27.24027853,26.14020284,27.72141576,27.72141576,2026-09-17T12:53:49.329408+00:00
EQUITY,601668,SSE,CN,CNY,601668,4.80354747,-0.15046563,-3.1324,244724004.08,191861456628.88,SYNTHETIC_MOCK_DATA,5.06831668,4.70176984,4.9540131,4.9540131,2026-09-17T12:53:49.329423+00:00
EQUITY,601012,SSE,CN,CNY,601012,126.76988856,1.97460649,1.5576,174741397.45,11060743665898.73,SYNTHETIC_MOCK_DATA,128.92923396,123.1454515,124.79528206,124.79528206,2026-09-17T12:53:49.329438+00:00
EQUITY,603259,SSE,CN,CNY,603259,46.57718316,-1.77960909,-3.8208,98101765.35,7881090206844.21,SYNTHETIC_MOCK_DATA,48.14622913,44.7524007,48.35679225,48.35679225,2026-09-17T12:53:49.329453+00:00
EQUITY,600309,SSE,CN,CNY,600309,37.38565508,-1.51892414,-4.0629,207761269.51,3044037111505.74,SYNTHETIC_MOCK_DATA,38.26006976,35.21205126,38.90457922,38.90457922,2026-09-17T12:53:49.329468+00:00
EQUITY,600887,SSE,CN,CNY,600887,7.95205492,-0.14782542,-1.859,1869248.67,397543701214.38,SYNTHETIC_MOCK_DATA,8.28335569,7.78641538,8.09988034,8.09988034,2026-09-17T12:53:49.329483+00:00
EQUITY,601088,SSE,CN,CNY,601088,176.54644711,-1.39627977,-0.7909,193144378.76,34884923525228.7,SYNTHETIC_MOCK_DATA,183.30489575,167.27912528,177.94272688,177.94272688,2026-09-17T12:53:49.329498+00:00
EQUITY,600031,SSE,CN,CNY,600031,5.02479948,0.06224909,1.2388,150044080.23,1541206267024.07,SYNTHETIC_MOCK_DATA,5.16762606,4.79581965,4.96255039,4.96255039,2026-09-17T12:53:49.329512+00:00
EQUITY,601899,SSE,CN,CNY,601899,12.3338483,0.39108427,3.1708,131638574.77,2717559301111.34,SYNTHETIC_MOCK_DATA,12.81789166,11.73430612,11.94276404,11.94276404,2026-09-17T12:53:49.329527+00:00
EQUITY,000001,SZSE,CN,CNY,000001,40.52385916,0.32164791,0.7937,293990784.87,15380282430292.65,SYNTHETIC_MOCK_DATA,42.45965306,39.26950213,40.20221125,40.20221125,2026-09-17T12:53:49.329543+00:00
EQUITY,000858,SZSE,CN,CNY,000858,207.23243276,1.87304327,0.9038,279334334.34,65466531418965.53,SYNTHETIC_MOCK_DATA,215.41397967,197.49945307,205.3593895,205.3593895,2026-09-17T12:53:49.329559+00:00
EQUITY,002594,SZSE,CN,CNY,002594,54.69967417,-0.26256173,-0.48,2369171.03,13967058093587.14,SYNTHETIC_MOCK_DATA,57.24328316,53.24622311,54.9622359,54.9622359,2026-09-17T12:53:49.329603+00:00
EQUITY,000333,SZSE,CN,CNY,000333,226.05017092,-5.8675243,-2.5957,11790020.57,35160488817117.52,SYNTHETIC_MOCK_DATA,234.139492,224.7293602,231.91769522,231.91769522,2026-09-17T12:53:49.329620+00:00
EQUITY,002415,SZSE,CN,CNY,002415,31.53639051,-1.47345214,-4.6722,271301965.45,6437559997319.69,SYNTHETIC_MOCK_DATA,33.28770609,30.94605908,33.00984264,33.00984264,2026-09-17T12:53:49.329635+00:00
EQUITY,000651,SZSE,CN,CNY,000651,32.11812928,-0.28130202,-0.8758,229733428.74,9161515909349.97,SYNTHETIC_MOCK_DATA,33.07298101,30.24876087,32.3994313,32.3994313,2026-09-17T12:53:49.329650+00:00
EQUITY,000725,SZSE,CN,CNY,000725,29.93333656,-1.09591722,-3.6612,165678552.82,5896790683212.79,SYNTHETIC_MOCK_DATA,31.66323073,28.31132295,31.02925377,31.02925377,2026-09-17T12:53:49.329665+00:00
EQUITY,002475,SZSE,CN,CNY,002475,65.32300476,-0.27996452,-0.4286,38381344.99,21559910482443.11,SYNTHETIC_MOCK_DATA,68.98524896,63.87858979,65.60296928,65.60296928,2026-09-17T12:53:49.329680+00:00
EQUITY,300750,SZSE,CN,CNY,300750,40.86881806,-0.28121645,-0.6881,76483100.64,8898060640749.7,SYNTHETIC_MOCK_DATA,41.23121595,40.6472642,41.1500345,41.1500345,2026-09-17T12:53:49.329694+00:00
EQUITY,300059,SZSE,CN,CNY,300059,20.69636895,0.22737559,1.0986,29585287.21,6151765583978.31,SYNTHETIC_MOCK_DATA,21.15565894,20.50149623,20.46899336,20.46899336,2026-09-17T12:53:49.329709+00:00
EQUITY,000568,SZSE,CN,CNY,000568,16.93179657,-0.63732203,-3.7641,122163223.66,2849277183198.73,SYNTHETIC_MOCK_DATA,17.54836001,15.96139116,17.5691186,17.5691186,2026-09-17T12:53:49.329724+00:00
EQUITY,002714,SZSE,CN,CNY,002714,162.40174221,-8.74828667,-5.3868,120954437.54,27097990205141.38,SYNTHETIC_MOCK_DATA,163.19937925,160.43116467,171.15002888,171.15002888,2026-09-17T12:53:49.329740+00:00
EQUITY,300124,SZSE,CN,CNY,300124,3.26142803,0.14563839,4.4655,279707875.57,674266277280.82,SYNTHETIC_MOCK_DATA,3.38895046,3.16490035,3.11578964,3.11578964,2026-09-17T12:53:49.329755+00:00
EQUITY,002230,SZSE,CN,CNY,002230,8.51718623,-0.50562664,-5.9365,258567464.13,1608648413695.68,SYNTHETIC_MOCK_DATA,8.56662326,8.21543107,9.02281287,9.02281287,2026-09-17T12:53:49.329769+00:00
EQUITY,002352,SZSE,CN,CNY,002352,113.69556601,1.53217954,1.3476,265061557.27,20417500799473.56,SYNTHETIC_MOCK_DATA,116.82634777,108.48750239,112.16338646,112.16338646,2026-09-17T12:53:49.329784+00:00
EQUITY,000063,SZSE,CN,CNY,000063,248.11875621,12.28003904,4.9493,93760646.06,52922145985893.7,SYNTHETIC_MOCK_DATA,256.00314768,240.22284647,235.83871717,235.83871717,2026-09-17T12:53:49.329800+00:00
EQUITY,002050,SZSE,CN,CNY,002050,28.01725493,-0.86426808,-3.0848,198150799.67,3503101320629.3,SYNTHETIC_MOCK_DATA,28.38655409,27.85530545,28.88152301,28.88152301,2026-09-17T12:53:49.329815+00:00
EQUITY,300015,SZSE,CN,CNY,300015,92.98840769,5.05321939,5.4342,212816850.75,26302342773275.28,SYNTHETIC_MOCK_DATA,93.96860331,88.8399266,87.9351883,87.9351883,2026-09-17T12:53:49.329831+00:00
EQUITY,000002,SZSE,CN,CNY,000002,10.14036831,-0.35844632,-3.5348,84307455.09,3795758648290.66,SYNTHETIC_MOCK_DATA,10.48255342,10.05254182,10.49881463,10.49881463,2026-09-17T12:53:49.329846+00:00
EQUITY,000100,SZSE,CN,CNY,000100,24.93134055,0.36105415,1.4482,49196418.11,3763921695528.07,SYNTHETIC_MOCK_DATA,25.22494238,24.80536358,24.5702864,24.5702864,2026-09-17T12:53:49.329861+00:00
EQUITY,RELIANCE,NSE_IN,IN,INR,Reliance Industries,878.27205637,-33.83474622,-3.8524,207000191.84,306652654295023.2,SYNTHETIC_MOCK_DATA,907.0378239,852.25581549,912.10680259,912.10680259,2026-09-17T12:53:49.329877+00:00
EQUITY,TCS,NSE_IN,IN,INR,Tata Consultancy Services,325.19293373,-11.34867694,-3.4898,148138950.73,27724981717883.88,SYNTHETIC_MOCK_DATA,343.58494424,306.97154427,336.54161067,336.54161067,2026-09-17T12:53:49.329892+00:00
EQUITY,HDFCBANK,NSE_IN,IN,INR,HDFC Bank,966.46137471,-8.44315404,-0.8736,63517814.22,212234748030053.88,SYNTHETIC_MOCK_DATA,979.38055768,949.79117008,974.90452875,974.90452875,2026-09-17T12:53:49.329908+00:00
EQUITY,INFY,NSE_IN,IN,INR,Infosys,250.28914983,-6.26202731,-2.5019,8187353.88,14777725045170.53,SYNTHETIC_MOCK_DATA,253.79007327,240.91755254,256.55117715,256.55117715,2026-09-17T12:53:49.329924+00:00
EQUITY,ICICIBANK,NSE_IN,IN,INR,ICICI Bank,120.44347333,0.65374839,0.5428,102594739.36,37265386534976.45,SYNTHETIC_MOCK_DATA,122.94707242,118.4873079,119.78972493,119.78972493,2026-09-17T12:53:49.329939+00:00
EQUITY,HINDUNILVR,NSE_IN,IN,INR,HINDUNILVR,2000.95612381,104.49909592,5.2225,50511557.63,498167045922097.9,SYNTHETIC_MOCK_DATA,2081.13668816,1969.13626877,1896.45702789,1896.45702789,2026-09-17T12:53:49.329955+00:00
EQUITY,ITC,NSE_IN,IN,INR,ITC,6270.49281085,332.31453039,5.2997,63258264.39,909806890471755.6,SYNTHETIC_MOCK_DATA,6615.13626337,6095.76559082,5938.17828046,5938.17828046,2026-09-17T12:53:49.329970+00:00
EQUITY,SBIN,NSE_IN,IN,INR,State Bank of India,2665.52404887,-97.51166942,-3.6583,115904660.2,1007322157040599.5,SYNTHETIC_MOCK_DATA,2743.65708246,2648.25508687,2763.03571829,2763.03571829,2026-09-17T12:53:49.329986+00:00
EQUITY,BHARTIARTL,NSE_IN,IN,INR,BHARTIARTL,4901.774715,125.26820585,2.5556,149324306.6,1494225963433762.8,SYNTHETIC_MOCK_DATA,4971.24409325,4663.06179275,4776.50650915,4776.50650915,2026-09-17T12:53:49.330002+00:00
EQUITY,KOTAKBANK,NSE_IN,IN,INR,KOTAKBANK,404.16968738,-5.15484543,-1.2754,228207202.11,43761927740787.95,SYNTHETIC_MOCK_DATA,415.21142688,400.86498567,409.32453281,409.32453281,2026-09-17T12:53:49.330018+00:00
EQUITY,LT,NSE_IN,IN,INR,LT,129.58642375,3.24558125,2.5046,205844136.15,48317007923626.48,SYNTHETIC_MOCK_DATA,137.10848638,123.0129309,126.34084249,126.34084249,2026-09-17T12:53:49.330034+00:00
EQUITY,AXISBANK,NSE_IN,IN,INR,AXISBANK,1246.61109913,53.60356431,4.2999,276835380.38,368981505165768.94,SYNTHETIC_MOCK_DATA,1281.91926959,1201.56641992,1193.00753482,1193.00753482,2026-09-17T12:53:49.330049+00:00
EQUITY,MARUTI,NSE_IN,IN,INR,MARUTI,216.82860088,4.76697165,2.1985,3106873.56,14324444585301.26,SYNTHETIC_MOCK_DATA,223.67796732,212.85689456,212.06162923,212.06162923,2026-09-17T12:53:49.330065+00:00
EQUITY,SUNPHARMA,NSE_IN,IN,INR,SUNPHARMA,29.31759087,-0.30621666,-1.0445,255098503.51,11061364112058.45,SYNTHETIC_MOCK_DATA,29.5704635,29.03621419,29.62380753,29.62380753,2026-09-17T12:53:49.330080+00:00
EQUITY,M&M,NSE_IN,IN,INR,M&M,30.59012108,-0.88403049,-2.8899,236866349.09,2055603791391.27,SYNTHETIC_MOCK_DATA,30.72510667,29.66363013,31.47415156,31.47415156,2026-09-17T12:53:49.330095+00:00
EQUITY,HCLTECH,NSE_IN,IN,INR,HCLTECH,4247.72036844,-17.37891017,-0.4091,40317219.87,1564622459607177.2,SYNTHETIC_MOCK_DATA,4271.42261721,4028.06749043,4265.09927861,4265.09927861,2026-09-17T12:53:49.330127+00:00
EQUITY,BAJFINANCE,NSE_IN,IN,INR,BAJFINANCE,139.17901864,1.84883672,1.3284,225450647.44,4478395903362.89,SYNTHETIC_MOCK_DATA,143.03093517,138.14301985,137.33018191,137.33018191,2026-09-17T12:53:49.330143+00:00
EQUITY,TITAN,NSE_IN,IN,INR,TITAN,20.92977962,-0.09271161,-0.443,253187830.58,7988772517725.75,SYNTHETIC_MOCK_DATA,21.79842575,20.24341439,21.02249123,21.02249123,2026-09-17T12:53:49.330159+00:00
EQUITY,ADANIENT,NSE_IN,IN,INR,ADANIENT,24.72925516,-0.33339772,-1.3482,52633584.46,2440553460966.33,SYNTHETIC_MOCK_DATA,25.9359218,23.69257545,25.06265288,25.06265288,2026-09-17T12:53:49.330175+00:00
EQUITY,NTPC,NSE_IN,IN,INR,NTPC,2568.23901307,153.20626703,5.9654,23101166.25,420875056993736.6,SYNTHETIC_MOCK_DATA,2707.42209411,2551.90302026,2415.03274604,2415.03274604,2026-09-17T12:53:49.330190+00:00
EQUITY,RELIANCE,BSE_IN,IN,INR,Reliance Industries,51.41940371,2.22471669,4.3266,67232392.74,16241348151461.36,SYNTHETIC_MOCK_DATA,52.62636297,49.66369103,49.19468702,49.19468702,2026-09-17T12:53:49.330206+00:00
EQUITY,TCS,BSE_IN,IN,INR,Tata Consultancy Services,69.18023899,-1.62073545,-2.3428,131103382.75,5383046673457.77,SYNTHETIC_MOCK_DATA,72.01037473,68.71476839,70.80097444,70.80097444,2026-09-17T12:53:49.330221+00:00
EQUITY,HDFCBANK,BSE_IN,IN,INR,HDFC Bank,25.36984343,-0.03741362,-0.1475,208370467.13,2016012674500.51,SYNTHETIC_MOCK_DATA,26.76476048,25.26403831,25.40725705,25.40725705,2026-09-17T12:53:49.330236+00:00
EQUITY,INFY,BSE_IN,IN,INR,Infosys,345.08156182,-2.90405968,-0.8416,37089649.53,5653100705460.29,SYNTHETIC_MOCK_DATA,356.78898697,330.58567701,347.9856215,347.9856215,2026-09-17T12:53:49.330252+00:00
EQUITY,ICICIBANK,BSE_IN,IN,INR,ICICI Bank,137.02365553,-7.80140485,-5.6935,136930202.76,48345873660147.56,SYNTHETIC_MOCK_DATA,140.00326269,134.24412117,144.82506038,144.82506038,2026-09-17T12:53:49.330268+00:00
EQUITY,ITC,BSE_IN,IN,INR,ITC,5346.77397895,-13.19769932,-0.2468,160090788.79,1600763438565507.0,SYNTHETIC_MOCK_DATA,5611.0281317,5292.00744616,5359.97167827,5359.97167827,2026-09-17T12:53:49.330283+00:00
EQUITY,SBIN,BSE_IN,IN,INR,State Bank of India,2244.68224213,127.11710455,5.663,86443797.77,658461438491055.2,SYNTHETIC_MOCK_DATA,2311.4046302,2229.977442,2117.56513758,2117.56513758,2026-09-17T12:53:49.330300+00:00
EQUITY,BHARTIARTL,BSE_IN,IN,INR,BHARTIARTL,47.76288927,1.63533837,3.4239,172694775.4,2195758711668.91,SYNTHETIC_MOCK_DATA,50.08178986,46.66153801,46.1275509,46.1275509,2026-09-17T12:53:49.330317+00:00
EQUITY,LT,BSE_IN,IN,INR,LT,930.40731473,-39.60706622,-4.257,289408150.97,117903585167996.17,SYNTHETIC_MOCK_DATA,944.91020337,907.94918747,970.01438095,970.01438095,2026-09-17T12:53:49.330333+00:00
EQUITY,KOTAKBANK,BSE_IN,IN,INR,KOTAKBANK,135.94991331,2.65572233,1.9535,69119470.66,31311315693778.25,SYNTHETIC_MOCK_DATA,137.95582172,130.1961674,133.29419098,133.29419098,2026-09-17T12:53:49.330348+00:00
EQUITY,AXISBANK,BSE_IN,IN,INR,AXISBANK,558.37425639,12.47126998,2.2335,241329447.09,18205546108475.68,SYNTHETIC_MOCK_DATA,570.4384825,531.83377991,545.90298641,545.90298641,2026-09-17T12:53:49.330363+00:00
EQUITY,MARUTI,BSE_IN,IN,INR,MARUTI,36.09308087,-0.85457575,-2.3677,180235047.3,13447474971206.74,SYNTHETIC_MOCK_DATA,37.86161313,35.25771536,36.94765662,36.94765662,2026-09-17T12:53:49.330379+00:00
EQUITY,SUNPHARMA,BSE_IN,IN,INR,SUNPHARMA,108.49676145,-0.09302374,-0.0857,62933541.07,1195637642277.35,SYNTHETIC_MOCK_DATA,110.71320383,105.5599316,108.5897852,108.5897852,2026-09-17T12:53:49.330394+00:00
EQUITY,TITAN,BSE_IN,IN,INR,TITAN,2981.824933,107.45487409,3.6037,204404776.62,520417482153324.9,SYNTHETIC_MOCK_DATA,3144.7436462,2892.51914162,2874.37005891,2874.37005891,2026-09-17T12:53:49.330409+00:00
EQUITY,ADANIENT,BSE_IN,IN,INR,ADANIENT,5083.55987406,-173.42852762,-3.4116,279102231.94,1760824790241268.0,SYNTHETIC_MOCK_DATA,5236.71893519,5054.93418508,5256.98840168,5256.98840168,2026-09-17T12:53:49.330425+00:00
EQUITY,RY,TSX,CA,CAD,Royal Bank of Canada,74.47223998,3.52281199,4.7304,40791356.15,19387729800683.41,SYNTHETIC_MOCK_DATA,78.46591775,72.87159239,70.94942799,70.94942799,2026-09-17T12:53:49.330441+00:00
EQUITY,TD,TSX,CA,CAD,Toronto-Dominion Bank,88.44268692,-0.29046969,-0.3284,12934783.0,24198515238865.13,SYNTHETIC_MOCK_DATA,91.98445248,87.16703774,88.73315661,88.73315661,2026-09-17T12:53:49.330456+00:00
EQUITY,ENB,TSX,CA,CAD,ENB,22.06606563,0.48847307,2.2137,55990870.31,5544603744033.72,SYNTHETIC_MOCK_DATA,23.26217126,21.26131535,21.57759255,21.57759255,2026-09-17T12:53:49.330471+00:00
EQUITY,CNR,TSX,CA,CAD,CNR,40.51898231,2.206546,5.4457,49465281.54,10671355819458.35,SYNTHETIC_MOCK_DATA,40.85616558,38.55807088,38.3124363,38.3124363,2026-09-17T12:53:49.330486+00:00
EQUITY,CP,TSX,CA,CAD,CP,9.32289977,-0.14666005,-1.5731,48158270.33,1668203916168.78,SYNTHETIC_MOCK_DATA,9.59120952,8.84965725,9.46955981,9.46955981,2026-09-17T12:53:49.330501+00:00
EQUITY,BMO,TSX,CA,CAD,BMO,107.06294123,4.05691661,3.7893,15163881.06,28576138431199.7,SYNTHETIC_MOCK_DATA,112.10262274,104.77355024,103.00602463,103.00602463,2026-09-17T12:53:49.330516+00:00
EQUITY,BNS,TSX,CA,CAD,BNS,52.32966995,0.57240461,1.0938,223034082.0,2255999374473.62,SYNTHETIC_MOCK_DATA,54.70978229,49.74909767,51.75726534,51.75726534,2026-09-17T12:53:49.330530+00:00
EQUITY,SHOP,TSX,CA,CAD,Shopify,13.25520562,-0.58597463,-4.4207,194760538.98,1048385898506.47,SYNTHETIC_MOCK_DATA,13.57191271,13.05328857,13.84118025,13.84118025,2026-09-17T12:53:49.330545+00:00
EQUITY,CNQ,TSX,CA,CAD,CNQ,18.18262179,0.8938122,4.9157,223751795.6,5720182321285.29,SYNTHETIC_MOCK_DATA,18.57144369,17.5368063,17.28880959,17.28880959,2026-09-17T12:53:49.330560+00:00
EQUITY,SU,TSX,CA,CAD,SU,45.83865107,-0.50387752,-1.0992,6078182.55,4023912550591.01,SYNTHETIC_MOCK_DATA,47.84954992,44.12285514,46.34252859,46.34252859,2026-09-17T12:53:49.330575+00:00
